,preco_focco_id,cod_item,cod_preven,tabela_descricao,produto,modulacao,comp_modulo,prof_produto,alt_modulo,tipo_acab,embalagem,base_pe,faixa,resp,formula,preco
144195,12288445,26018,155,TABELA CENTURY 2026.2,MESA NICEIA,MESA,0.40M,0.40M,0.50M,PINTURA FOSCA,SEM CX MADEIRA,,,MODULACAO:MESA|FORMATO_MOD:QUADRADO|COMP_MODULO:0.40M|PROF_PRODUTO:0.40M|ALT_MODULO:0.50M|TP_ACAB_TAMPO:MARMORE|TIPO_ACAB:PINTURA FOSCA|EMBAL_REFORCADA:SEM CX MADEIRA,,2388.0
144196,12288444,26018,155,TABELA CENTURY 2026.2,MESA NICEIA,MESA,0.40M,0.40M,0.50M,PINTURA FOSCA,CAIXA MADEIRA,,,MODULACAO:MESA|FORMATO_MOD:QUADRADO|COMP_MODULO:0.40M|PROF_PRODUTO:0.40M|ALT_MODULO:0.50M|TP_ACAB_TAMPO:MARMORE|TIPO_ACAB:PINTURA FOSCA|EMBAL_REFORCADA:CAIXA MADEIRA,,2488.0
144197,12288442,26018,155,TABELA CENTURY 2026.2,MESA NICEIA,MESA,0.40M,0.40M,0.50M,PINTURA MTX,SEM CX MADEIRA,,,MODULACAO:MESA|FORMATO_MOD:QUADRADO|COMP_MODULO:0.40M|PROF_PRODUTO:0.40M|ALT_MODULO:0.50M|TP_ACAB_TAMPO:LAQUEADA|TIPO_ACAB:PINTURA MTX|EMBAL_REFORCADA:SEM CX MADEIRA,,1840.0
144198,12288441,26018,155,TABELA CENTURY 2026.2,MESA NICEIA,MESA,0.40M,0.40M,0.50M,PINTURA MTX,CAIXA MADEIRA,,,MODULACAO:MESA|FORMATO_MOD:QUADRADO|COMP_MODULO:0.40M|PROF_PRODUTO:0.40M|ALT_MODULO:0.50M|TP_ACAB_TAMPO:LAQUEADA|TIPO_ACAB:PINTURA MTX|EMBAL_REFORCADA:CAIXA MADEIRA,,1941.0
144199,12288440,26018,155,TABELA CENTURY 2026.2,MESA NICEIA,MESA,0.40M,0.40M,0.50M,PINTURA METALIZADO,SEM CX MADEIRA,,,MODULACAO:MESA|FORMATO_MOD:QUADRADO|COMP_MODULO:0.40M|PROF_PRODUTO:0.40M|ALT_MODULO:0.50M|TP_ACAB_TAMPO:LAQUEADA|TIPO_ACAB:PINTURA METALIZADO|EMBAL_REFORCADA:SEM CX MADEIRA,,2129.0
144200,12288438,26018,155,TABELA CENTURY 2026.2,MESA NICEIA,MESA,0.40M,0.40M,0.50M,PINTURA METALIZADO,CAIXA MADEIRA,,,MODULACAO:MESA|FORMATO_MOD:QUADRADO|COMP_MODULO:0.40M|PROF_PRODUTO:0.40M|ALT_MODULO:0.50M|TP_ACAB_TAMPO:LAQUEADA|TIPO_ACAB:PINTURA METALIZADO|EMBAL_REFORCADA:CAIXA MADEIRA,,2229.0
144201,12288436,26018,155,TABELA CENTURY 2026.2,MESA NICEIA,MESA,0.40M,0.40M,0.50M,PINTURA FOSCA,SEM CX MADEIRA,,,MODULACAO:MESA|FORMATO_MOD:QUADRADO|COMP_MODULO:0.40M|PROF_PRODUTO:0.40M|ALT_MODULO:0.50M|TP_ACAB_TAMPO:LAQUEADA|TIPO_ACAB:PINTURA FOSCA|EMBAL_REFORCADA:SEM CX MADEIRA,,2129.0
144202,12288435,26018,155,TABELA CENTURY 2026.2,MESA NICEIA,MESA,0.40M,0.40M,0.50M,PINTURA FOSCA,CAIXA MADEIRA,,,MODULACAO:MESA|FORMATO_MOD:QUADRADO|COMP_MODULO:0.40M|PROF_PRODUTO:0.40M|ALT_MODULO:0.50M|TP_ACAB_TAMPO:LAQUEADA|TIPO_ACAB:PINTURA FOSCA|EMBAL_REFORCADA:CAIXA MADEIRA,,2229.0
144203,12288433,26018,155,TABELA CENTURY 2026.2,MESA NICEIA,MESA,0.40M,0.40M,0.50M,PINTURA MTX,SEM CX MADEIRA,,,MODULACAO:MESA|FORMATO_MOD:QUADRADO|COMP_MODULO:0.40M|PROF_PRODUTO:0.40M|ALT_MODULO:0.50M|TP_ACAB_TAMPO:LAQUEADA METALIZADO|TIPO_ACAB:PINTURA MTX|EMBAL_REFORCADA:SEM CX MADEIRA,,1840.0
144204,12288432,26018,155,TABELA CENTURY 2026.2,MESA NICEIA,MESA,0.40M,0.40M,0.50M,PINTURA MTX,CAIXA MADEIRA,,,MODULACAO:MESA|FORMATO_MOD:QUADRADO|COMP_MODULO:0.40M|PROF_PRODUTO:0.40M|ALT_MODULO:0.50M|TP_ACAB_TAMPO:LAQUEADA METALIZADO|TIPO_ACAB:PINTURA MTX|EMBAL_REFORCADA:CAIXA MADEIRA,,1941.0
144205,12288431,26018,155,TABELA CENTURY 2026.2,MESA NICEIA,MESA,0.40M,0.40M,0.50M,PINTURA METALIZADO,SEM CX MADEIRA,,,MODULACAO:MESA|FORMATO_MOD:QUADRADO|COMP_MODULO:0.40M|PROF_PRODUTO:0.40M|ALT_MODULO:0.50M|TP_ACAB_TAMPO:LAQUEADA METALIZADO|TIPO_ACAB:PINTURA METALIZADO|EMBAL_REFORCADA:SEM CX MADEIRA,,2129.0
144206,12288429,26018,155,TABELA CENTURY 2026.2,MESA NICEIA,MESA,0.40M,0.40M,0.50M,PINTURA METALIZADO,CAIXA MADEIRA,,,MODULACAO:MESA|FORMATO_MOD:QUADRADO|COMP_MODULO:0.40M|PROF_PRODUTO:0.40M|ALT_MODULO:0.50M|TP_ACAB_TAMPO:LAQUEADA METALIZADO|TIPO_ACAB:PINTURA METALIZADO|EMBAL_REFORCADA:CAIXA MADEIRA,,2229.0
144207,12288427,26018,155,TABELA CENTURY 2026.2,MESA NICEIA,MESA,0.40M,0.40M,0.50M,PINTURA FOSCA,SEM CX MADEIRA,,,MODULACAO:MESA|FORMATO_MOD:QUADRADO|COMP_MODULO:0.40M|PROF_PRODUTO:0.40M|ALT_MODULO:0.50M|TP_ACAB_TAMPO:LAQUEADA METALIZADO|TIPO_ACAB:PINTURA FOSCA|EMBAL_REFORCADA:SEM CX MADEIRA,,2129.0
144208,12288426,26018,155,TABELA CENTURY 2026.2,MESA NICEIA,MESA,0.40M,0.40M,0.50M,PINTURA FOSCA,CAIXA MADEIRA,,,MODULACAO:MESA|FORMATO_MOD:QUADRADO|COMP_MODULO:0.40M|PROF_PRODUTO:0.40M|ALT_MODULO:0.50M|TP_ACAB_TAMPO:LAQUEADA METALIZADO|TIPO_ACAB:PINTURA FOSCA|EMBAL_REFORCADA:CAIXA MADEIRA,,2229.0
144209,12288425,26018,155,TABELA CENTURY 2026.2,MESA NICEIA,MESA,0.40M,0.40M,0.50M,PINTURA MTX,SEM CX MADEIRA,,,MODULACAO:MESA|FORMATO_MOD:QUADRADO|COMP_MODULO:0.40M|PROF_PRODUTO:0.40M|ALT_MODULO:0.50M|TP_ACAB_TAMPO:LAMINADO|TIPO_ACAB:PINTURA MTX|EMBAL_REFORCADA:SEM CX MADEIRA,,1840.0
144210,12288423,26018,155,TABELA CENTURY 2026.2,MESA NICEIA,MESA,0.40M,0.40M,0.50M,PINTURA MTX,CAIXA MADEIRA,,,MODULACAO:MESA|FORMATO_MOD:QUADRADO|COMP_MODULO:0.40M|PROF_PRODUTO:0.40M|ALT_MODULO:0.50M|TP_ACAB_TAMPO:LAMINADO|TIPO_ACAB:PINTURA MTX|EMBAL_REFORCADA:CAIXA MADEIRA,,1941.0
144211,12288421,26018,155,TABELA CENTURY 2026.2,MESA NICEIA,MESA,0.40M,0.40M,0.50M,PINTURA METALIZADO,SEM CX MADEIRA,,,MODULACAO:MESA|FORMATO_MOD:QUADRADO|COMP_MODULO:0.40M|PROF_PRODUTO:0.40M|ALT_MODULO:0.50M|TP_ACAB_TAMPO:LAMINADO|TIPO_ACAB:PINTURA METALIZADO|EMBAL_REFORCADA:SEM CX MADEIRA,,2129.0
144212,12288420,26018,155,TABELA CENTURY 2026.2,MESA NICEIA,MESA,0.40M,0.40M,0.50M,PINTURA METALIZADO,CAIXA MADEIRA,,,MODULACAO:MESA|FORMATO_MOD:QUADRADO|COMP_MODULO:0.40M|PROF_PRODUTO:0.40M|ALT_MODULO:0.50M|TP_ACAB_TAMPO:LAMINADO|TIPO_ACAB:PINTURA METALIZADO|EMBAL_REFORCADA:CAIXA MADEIRA,,2229.0
144213,12288418,26018,155,TABELA CENTURY 2026.2,MESA NICEIA,MESA,0.40M,0.40M,0.50M,PINTURA FOSCA,SEM CX MADEIRA,,,MODULACAO:MESA|FORMATO_MOD:QUADRADO|COMP_MODULO:0.40M|PROF_PRODUTO:0.40M|ALT_MODULO:0.50M|TP_ACAB_TAMPO:LAMINADO|TIPO_ACAB:PINTURA FOSCA|EMBAL_REFORCADA:SEM CX MADEIRA,,2129.0
144214,12288417,26018,155,TABELA CENTURY 2026.2,MESA NICEIA,MESA,0.40M,0.40M,0.50M,PINTURA FOSCA,CAIXA MADEIRA,,,MODULACAO:MESA|FORMATO_MOD:QUADRADO|COMP_MODULO:0.40M|PROF_PRODUTO:0.40M|ALT_MODULO:0.50M|TP_ACAB_TAMPO:LAMINADO|TIPO_ACAB:PINTURA FOSCA|EMBAL_REFORCADA:CAIXA MADEIRA,,2229.0
144215,12288415,26018,155,TABELA CENTURY 2026.2,MESA NICEIA,MESA,0.40M,0.40M,0.50M,PINTURA MTX,SEM CX MADEIRA,,,MODULACAO:MESA|FORMATO_MOD:QUADRADO|COMP_MODULO:0.40M|PROF_PRODUTO:0.40M|ALT_MODULO:0.50M|TP_ACAB_TAMPO:LAMINADO ESPECIAL|TIPO_ACAB:PINTURA MTX|EMBAL_REFORCADA:SEM CX MADEIRA,,1840.0
144216,12288330,26018,155,TABELA CENTURY 2026.2,MESA NICEIA,MESA,0.40M,0.40M,0.35M,PINTURA FOSCA,SEM CX MADEIRA,,,MODULACAO:MESA|FORMATO_MOD:QUADRADO|COMP_MODULO:0.40M|PROF_PRODUTO:0.40M|ALT_MODULO:0.35M|TP_ACAB_TAMPO:LAMINADO|TIPO_ACAB:PINTURA FOSCA|EMBAL_REFORCADA:SEM CX MADEIRA,,2129.0
144217,12288332,26018,155,TABELA CENTURY 2026.2,MESA NICEIA,MESA,0.40M,0.40M,0.35M,PINTURA METALIZADO,CAIXA MADEIRA,,,MODULACAO:MESA|FORMATO_MOD:QUADRADO|COMP_MODULO:0.40M|PROF_PRODUTO:0.40M|ALT_MODULO:0.35M|TP_ACAB_TAMPO:LAMINADO|TIPO_ACAB:PINTURA METALIZADO|EMBAL_REFORCADA:CAIXA MADEIRA,,2229.0
144218,12288333,26018,155,TABELA CENTURY 2026.2,MESA NICEIA,MESA,0.40M,0.40M,0.35M,PINTURA METALIZADO,SEM CX MADEIRA,,,MODULACAO:MESA|FORMATO_MOD:QUADRADO|COMP_MODULO:0.40M|PROF_PRODUTO:0.40M|ALT_MODULO:0.35M|TP_ACAB_TAMPO:LAMINADO|TIPO_ACAB:PINTURA METALIZADO|EMBAL_REFORCADA:SEM CX MADEIRA,,2129.0
144219,12288335,26018,155,TABELA CENTURY 2026.2,MESA NICEIA,MESA,0.40M,0.40M,0.35M,PINTURA MTX,CAIXA MADEIRA,,,MODULACAO:MESA|FORMATO_MOD:QUADRADO|COMP_MODULO:0.40M|PROF_PRODUTO:0.40M|ALT_MODULO:0.35M|TP_ACAB_TAMPO:LAMINADO|TIPO_ACAB:PINTURA MTX|EMBAL_REFORCADA:CAIXA MADEIRA,,1941.0
144220,12288336,26018,155,TABELA CENTURY 2026.2,MESA NICEIA,MESA,0.40M,0.40M,0.35M,PINTURA MTX,SEM CX MADEIRA,,,MODULACAO:MESA|FORMATO_MOD:QUADRADO|COMP_MODULO:0.40M|PROF_PRODUTO:0.40M|ALT_MODULO:0.35M|TP_ACAB_TAMPO:LAMINADO|TIPO_ACAB:PINTURA MTX|EMBAL_REFORCADA:SEM CX MADEIRA,,1840.0
144221,12288338,26018,155,TABELA CENTURY 2026.2,MESA NICEIA,MESA,0.40M,0.40M,0.35M,PINTURA FOSCA,CAIXA MADEIRA,,,MODULACAO:MESA|FORMATO_MOD:QUADRADO|COMP_MODULO:0.40M|PROF_PRODUTO:0.40M|ALT_MODULO:0.35M|TP_ACAB_TAMPO:LAQUEADA METALIZADO|TIPO_ACAB:PINTURA FOSCA|EMBAL_REFORCADA:CAIXA MADEIRA,,2229.0
144222,12288339,26018,155,TABELA CENTURY 2026.2,MESA NICEIA,MESA,0.40M,0.40M,0.35M,PINTURA FOSCA,SEM CX MADEIRA,,,MODULACAO:MESA|FORMATO_MOD:QUADRADO|COMP_MODULO:0.40M|PROF_PRODUTO:0.40M|ALT_MODULO:0.35M|TP_ACAB_TAMPO:LAQUEADA METALIZADO|TIPO_ACAB:PINTURA FOSCA|EMBAL_REFORCADA:SEM CX MADEIRA,,2129.0
144223,12288341,26018,155,TABELA CENTURY 2026.2,MESA NICEIA,MESA,0.40M,0.40M,0.35M,PINTURA METALIZADO,CAIXA MADEIRA,,,MODULACAO:MESA|FORMATO_MOD:QUADRADO|COMP_MODULO:0.40M|PROF_PRODUTO:0.40M|ALT_MODULO:0.35M|TP_ACAB_TAMPO:LAQUEADA METALIZADO|TIPO_ACAB:PINTURA METALIZADO|EMBAL_REFORCADA:CAIXA MADEIRA,,2229.0
144224,12288342,26018,155,TABELA CENTURY 2026.2,MESA NICEIA,MESA,0.40M,0.40M,0.35M,PINTURA METALIZADO,SEM CX MADEIRA,,,MODULACAO:MESA|FORMATO_MOD:QUADRADO|COMP_MODULO:0.40M|PROF_PRODUTO:0.40M|ALT_MODULO:0.35M|TP_ACAB_TAMPO:LAQUEADA METALIZADO|TIPO_ACAB:PINTURA METALIZADO|EMBAL_REFORCADA:SEM CX MADEIRA,,2129.0
144225,12288344,26018,155,TABELA CENTURY 2026.2,MESA NICEIA,MESA,0.40M,0.40M,0.35M,PINTURA MTX,CAIXA MADEIRA,,,MODULACAO:MESA|FORMATO_MOD:QUADRADO|COMP_MODULO:0.40M|PROF_PRODUTO:0.40M|ALT_MODULO:0.35M|TP_ACAB_TAMPO:LAQUEADA METALIZADO|TIPO_ACAB:PINTURA MTX|EMBAL_REFORCADA:CAIXA MADEIRA,,1941.0
144226,12288345,26018,155,TABELA CENTURY 2026.2,MESA NICEIA,MESA,0.40M,0.40M,0.35M,PINTURA MTX,SEM CX MADEIRA,,,MODULACAO:MESA|FORMATO_MOD:QUADRADO|COMP_MODULO:0.40M|PROF_PRODUTO:0.40M|ALT_MODULO:0.35M|TP_ACAB_TAMPO:LAQUEADA METALIZADO|TIPO_ACAB:PINTURA MTX|EMBAL_REFORCADA:SEM CX MADEIRA,,1840.0
144227,12288346,26018,155,TABELA CENTURY 2026.2,MESA NICEIA,MESA,0.40M,0.40M,0.35M,PINTURA FOSCA,CAIXA MADEIRA,,,MODULACAO:MESA|FORMATO_MOD:QUADRADO|COMP_MODULO:0.40M|PROF_PRODUTO:0.40M|ALT_MODULO:0.35M|TP_ACAB_TAMPO:LAQUEADA|TIPO_ACAB:PINTURA FOSCA|EMBAL_REFORCADA:CAIXA MADEIRA,,2229.0
144228,12288348,26018,155,TABELA CENTURY 2026.2,MESA NICEIA,MESA,0.40M,0.40M,0.35M,PINTURA FOSCA,SEM CX MADEIRA,,,MODULACAO:MESA|FORMATO_MOD:QUADRADO|COMP_MODULO:0.40M|PROF_PRODUTO:0.40M|ALT_MODULO:0.35M|TP_ACAB_TAMPO:LAQUEADA|TIPO_ACAB:PINTURA FOSCA|EMBAL_REFORCADA:SEM CX MADEIRA,,2129.0
144229,12288349,26018,155,TABELA CENTURY 2026.2,MESA NICEIA,MESA,0.40M,0.40M,0.35M,PINTURA METALIZADO,CAIXA MADEIRA,,,MODULACAO:MESA|FORMATO_MOD:QUADRADO|COMP_MODULO:0.40M|PROF_PRODUTO:0.40M|ALT_MODULO:0.35M|TP_ACAB_TAMPO:LAQUEADA|TIPO_ACAB:PINTURA METALIZADO|EMBAL_REFORCADA:CAIXA MADEIRA,,2229.0
144230,12288351,26018,155,TABELA CENTURY 2026.2,MESA NICEIA,MESA,0.40M,0.40M,0.35M,PINTURA METALIZADO,SEM CX MADEIRA,,,MODULACAO:MESA|FORMATO_MOD:QUADRADO|COMP_MODULO:0.40M|PROF_PRODUTO:0.40M|ALT_MODULO:0.35M|TP_ACAB_TAMPO:LAQUEADA|TIPO_ACAB:PINTURA METALIZADO|EMBAL_REFORCADA:SEM CX MADEIRA,,2129.0
144231,12288352,26018,155,TABELA CENTURY 2026.2,MESA NICEIA,MESA,0.40M,0.40M,0.35M,PINTURA MTX,CAIXA MADEIRA,,,MODULACAO:MESA|FORMATO_MOD:QUADRADO|COMP_MODULO:0.40M|PROF_PRODUTO:0.40M|ALT_MODULO:0.35M|TP_ACAB_TAMPO:LAQUEADA|TIPO_ACAB:PINTURA MTX|EMBAL_REFORCADA:CAIXA MADEIRA,,1941.0
144232,12288353,26018,155,TABELA CENTURY 2026.2,MESA NICEIA,MESA,0.40M,0.40M,0.35M,PINTURA MTX,SEM CX MADEIRA,,,MODULACAO:MESA|FORMATO_MOD:QUADRADO|COMP_MODULO:0.40M|PROF_PRODUTO:0.40M|ALT_MODULO:0.35M|TP_ACAB_TAMPO:LAQUEADA|TIPO_ACAB:PINTURA MTX|EMBAL_REFORCADA:SEM CX MADEIRA,,1840.0
144233,12288355,26018,155,TABELA CENTURY 2026.2,MESA NICEIA,MESA,0.40M,0.40M,0.35M,PINTURA FOSCA,CAIXA MADEIRA,,,MODULACAO:MESA|FORMATO_MOD:QUADRADO|COMP_MODULO:0.40M|PROF_PRODUTO:0.40M|ALT_MODULO:0.35M|TP_ACAB_TAMPO:MARMORE|TIPO_ACAB:PINTURA FOSCA|EMBAL_REFORCADA:CAIXA MADEIRA,,2488.0
144234,12288357,26018,155,TABELA CENTURY 2026.2,MESA NICEIA,MESA,0.40M,0.40M,0.35M,PINTURA FOSCA,SEM CX MADEIRA,,,MODULACAO:MESA|FORMATO_MOD:QUADRADO|COMP_MODULO:0.40M|PROF_PRODUTO:0.40M|ALT_MODULO:0.35M|TP_ACAB_TAMPO:MARMORE|TIPO_ACAB:PINTURA FOSCA|EMBAL_REFORCADA:SEM CX MADEIRA,,2388.0
144235,12288358,26018,155,TABELA CENTURY 2026.2,MESA NICEIA,MESA,0.40M,0.40M,0.35M,PINTURA METALIZADO,CAIXA MADEIRA,,,MODULACAO:MESA|FORMATO_MOD:QUADRADO|COMP_MODULO:0.40M|PROF_PRODUTO:0.40M|ALT_MODULO:0.35M|TP_ACAB_TAMPO:MARMORE|TIPO_ACAB:PINTURA METALIZADO|EMBAL_REFORCADA:CAIXA MADEIRA,,2488.0
144236,12288359,26018,155,TABELA CENTURY 2026.2,MESA NICEIA,MESA,0.40M,0.40M,0.35M,PINTURA METALIZADO,SEM CX MADEIRA,,,MODULACAO:MESA|FORMATO_MOD:QUADRADO|COMP_MODULO:0.40M|PROF_PRODUTO:0.40M|ALT_MODULO:0.35M|TP_ACAB_TAMPO:MARMORE|TIPO_ACAB:PINTURA METALIZADO|EMBAL_REFORCADA:SEM CX MADEIRA,,2388.0
144237,12288361,26018,155,TABELA CENTURY 2026.2,MESA NICEIA,MESA,0.40M,0.40M,0.35M,PINTURA MTX,CAIXA MADEIRA,,,MODULACAO:MESA|FORMATO_MOD:QUADRADO|COMP_MODULO:0.40M|PROF_PRODUTO:0.40M|ALT_MODULO:0.35M|TP_ACAB_TAMPO:MARMORE|TIPO_ACAB:PINTURA MTX|EMBAL_REFORCADA:CAIXA MADEIRA,,2096.0
144238,12288362,26018,155,TABELA CENTURY 2026.2,MESA NICEIA,MESA,0.40M,0.40M,0.35M,PINTURA MTX,SEM CX MADEIRA,,,MODULACAO:MESA|FORMATO_MOD:QUADRADO|COMP_MODULO:0.40M|PROF_PRODUTO:0.40M|ALT_MODULO:0.35M|TP_ACAB_TAMPO:MARMORE|TIPO_ACAB:PINTURA MTX|EMBAL_REFORCADA:SEM CX MADEIRA,,1995.0
